Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G2626,"(0, 8, 9, 2, 4, 5, 3, 6, 7, 1)","(3, 1, 6, 7, 8, 0, 9, 2, 4, 5)",m13n1718,2,-1,--,--,G2220
G2221,"(0, 8, 1, 3, 4, 7, 5, 6, 9, 2)","(7, 5, 6, 9, 0, 2, 1, 3, 4, 8)",m13n1718,2,1,--,--,G2628
G2222,"(0, 1, 4, 5, 7, 8, 6, 9, 3, 2)","(6, 8, 9, 0, 3, 4, 2, 5, 1, 7)",m13n1718,2,1,--,--,G2627
G2627,"(0, 4, 5, 8, 6, 7, 9, 2, 3, 1)","(6, 7, 9, 2, 1, 3, 4, 5, 0, 8)",m13n1718,2,1,--,--,G2222
G2628,"(0, 2, 4, 1, 5, 6, 8, 9, 7, 3)","(5, 6, 8, 7, 9, 0, 3, 4, 2, 1)",m13n1718,2,1,--,--,G2221
G2072,"(0, 4, 6, 5, 9, 8, 7, 2, 1, 3)","(5, 7, 2, 1, 3, 4, 0, 9, 6, 8)",13n2527,-5,0,G2073,G2479,G2478
G2073,"(0, 8, 7, 9, 2, 4, 1, 5, 3, 6)","(5, 4, 1, 3, 8, 0, 6, 9, 7, 2)",13n2527,-5,0,G2072,G2478,G2479
G2478,"(0, 2, 4, 6, 5, 9, 8, 7, 3, 1)","(5, 7, 8, 3, 1, 4, 2, 0, 9, 6)",13n2527,-5,0,G2479,G2073,G2072
G2479,"(0, 2, 4, 7, 6, 8, 5, 1, 9, 3)","(6, 5, 1, 3, 9, 2, 0, 7, 4, 8)",13n2527,-5,0,G2478,G2072,G2073
G2251,"(0, 7, 9, 1, 2, 5, 6, 4, 3, 8)","(6, 2, 3, 4, 8, 0, 1, 9, 7, 5)",m13n2527,-5,0,G2252,G2658,G2657
G2252,"(0, 2, 3, 7, 5, 9, 6, 8, 1, 4)","(5, 8, 6, 4, 1, 2, 0, 3, 7, 9)",m13n2527,-5,0,G2251,G2657,G2658
G2657,"(0, 1, 5, 4, 2, 3, 8, 6, 9, 7)","(3, 8, 9, 0, 6, 7, 5, 1, 4, 2)",m13n2527,-5,0,G2658,G2252,G2251
G2658,"(0, 2, 9, 3, 1, 6, 4, 7, 8, 5)","(6, 8, 4, 7, 5, 2, 0, 1, 3, 9)",m13n2527,-5,0,G2657,G2251,G2252
G2062,"(0, 9, 6, 8, 7, 5, 2, 4, 1, 3)","(4, 2, 1, 3, 0, 9, 8, 6, 5, 7)",13n2428,-15,-2,--,--,G2468
G2468,"(0, 7, 9, 8, 6, 5, 4, 1, 3, 2)","(4, 1, 3, 0, 2, 9, 7, 6, 8, 5)",13n2428,-15,-2,--,--,G2062
G2063,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(5, 2, 9, 7, 1, 0, 8, 6, 4, 3)",13n2428,-15,0,G2064,G2469,G2470
G2064,"(0, 7, 5, 4, 6, 3, 9, 2, 8, 1)","(3, 2, 1, 9, 0, 8, 7, 5, 4, 6)",13n2428,-15,0,G2063,G2470,G2469
G2469,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(6, 2, 5, 1, 8, 0, 9, 7, 4, 3)",13n2428,-15,0,G2470,G2063,G2064
G2470,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(5, 3, 2, 4, 1, 7, 0, 6, 9, 8)",13n2428,-15,0,G2469,G2064,G2063
G2065,"(0, 2, 9, 1, 8, 6, 5, 7, 4, 3)","(6, 8, 7, 5, 4, 3, 0, 2, 1, 9)",13n2428,-15,2,--,--,G2471
G2471,"(0, 9, 1, 8, 7, 6, 4, 3, 5, 2)","(7, 4, 6, 5, 3, 0, 2, 9, 1, 8)",13n2428,-15,2,--,--,G2065
G2243,"(0, 7, 9, 1, 2, 4, 5, 3, 6, 8)","(4, 2, 3, 5, 6, 7, 0, 8, 9, 1)",m13n2428,5,0,G2244,G2650,G2649
G2244,"(0, 2, 3, 5, 7, 4, 6, 8, 1, 9)","(7, 8, 9, 1, 2, 0, 3, 5, 6, 4)",m13n2428,5,0,G2243,G2649,G2650
G2649,"(0, 3, 1, 2, 4, 7, 5, 8, 6, 9)","(7, 8, 6, 9, 0, 1, 3, 4, 2, 5)",m13n2428,5,0,G2650,G2244,G2243
G2650,"(0, 8, 9, 1, 4, 2, 3, 5, 6, 7)","(5, 3, 6, 8, 0, 7, 9, 1, 2, 4)",m13n2428,5,0,G2649,G2243,G2244
G2074,"(0, 6, 5, 8, 7, 9, 4, 3, 1, 2)","(3, 1, 9, 2, 0, 6, 8, 5, 4, 7)",13n2533,-7,-2,--,--,G2480
G2480,"(0, 6, 5, 8, 7, 9, 4, 2, 3, 1)","(2, 1, 9, 3, 0, 6, 8, 5, 7, 4)",13n2533,-7,-2,--,--,G2074
G2075,"(0, 8, 2, 4, 3, 7, 5, 6, 1, 9)","(6, 3, 5, 1, 9, 2, 0, 8, 7, 4)",13n2533,-7,0,G2076,G2482,G2483
G2076,"(0, 1, 3, 9, 8, 5, 7, 4, 6, 2)","(4, 8, 7, 6, 2, 0, 1, 9, 3, 5)",13n2533,-7,0,G2075,G2483,G2482
G2077,"(0, 7, 5, 3, 6, 4, 9, 2, 1, 8)","(6, 1, 9, 8, 2, 0, 3, 7, 5, 4)",13n2533,-7,0,G2078,G2484,G2481
G2078,"(0, 7, 9, 5, 6, 8, 3, 1, 4, 2)","(5, 1, 3, 2, 0, 4, 7, 6, 9, 8)",13n2533,-7,0,G2077,G2481,G2484
G2481,"(0, 2, 9, 1, 8, 6, 3, 7, 4, 5)","(3, 6, 5, 7, 4, 0, 9, 2, 1, 8)",13n2533,-7,0,G2484,G2078,G2077
G2482,"(0, 3, 1, 9, 8, 5, 7, 4, 6, 2)","(4, 8, 6, 7, 2, 0, 1, 9, 3, 5)",13n2533,-7,0,G2483,G2075,G2076
G2483,"(0, 1, 9, 3, 5, 4, 7, 8, 6, 2)","(5, 7, 4, 6, 2, 0, 3, 1, 9, 8)",13n2533,-7,0,G2482,G2076,G2075
G2484,"(0, 7, 6, 9, 8, 1, 3, 5, 2, 4)","(5, 3, 1, 4, 2, 7, 0, 9, 6, 8)",13n2533,-7,0,G2481,G2077,G2078
G2079,"(0, 1, 9, 8, 3, 5, 4, 7, 6, 2)","(5, 8, 7, 4, 6, 2, 0, 3, 1, 9)",13n2533,-7,2,--,--,G2485
G2485,"(0, 8, 9, 7, 2, 4, 3, 6, 5, 1)","(7, 4, 6, 3, 5, 1, 8, 2, 0, 9)",13n2533,-7,2,--,--,G2079
G2253,"(0, 6, 9, 3, 1, 4, 2, 5, 7, 8)","(4, 1, 2, 0, 5, 7, 6, 8, 9, 3)",m13n2533,-3,0,G2254,G2659,G2660
G2254,"(0, 3, 1, 5, 8, 4, 6, 7, 9, 2)","(7, 9, 4, 2, 3, 0, 1, 5, 6, 8)",m13n2533,-3,0,G2253,G2660,G2659
G2659,"(0, 7, 9, 3, 1, 4, 5, 2, 6, 8)","(4, 1, 2, 0, 5, 6, 8, 7, 9, 3)",m13n2533,-3,0,G2660,G2253,G2254
G2660,"(0, 7, 8, 1, 9, 3, 5, 2, 4, 6)","(5, 4, 6, 7, 2, 0, 1, 8, 9, 3)",m13n2533,-3,0,G2659,G2254,G2253
G2036,"(0, 8, 1, 2, 3, 6, 5, 7, 9, 4)","(5, 3, 4, 7, 9, 0, 8, 1, 2, 6)",13n1735,2,-1,--,--,G2443
G2037,"(0, 3, 2, 4, 5, 6, 1, 8, 9, 7)","(6, 8, 7, 9, 0, 3, 4, 2, 5, 1)",13n1735,2,-1,--,--,G2442
G2442,"(0, 8, 9, 2, 3, 5, 4, 6, 1, 7)","(4, 1, 6, 7, 8, 0, 9, 2, 5, 3)",13n1735,2,-1,--,--,G2037
G2443,"(0, 1, 6, 3, 2, 4, 8, 5, 7, 9)","(5, 8, 9, 7, 6, 0, 3, 1, 2, 4)",13n1735,2,-1,--,--,G2036
G2038,"(0, 5, 7, 9, 8, 1, 2, 3, 6, 4)","(8, 2, 3, 6, 4, 5, 7, 0, 1, 9)",13n1735,2,1,--,--,G2444
G2039,"(0, 8, 9, 6, 1, 2, 3, 5, 4, 7)","(6, 2, 5, 3, 4, 7, 8, 0, 9, 1)",13n1735,2,1,--,--,G2445
G2444,"(0, 2, 4, 1, 5, 7, 6, 3, 8, 9)","(5, 7, 8, 6, 9, 3, 2, 0, 1, 4)",13n1735,2,1,--,--,G2038
G2445,"(0, 6, 1, 3, 2, 4, 5, 8, 9, 7)","(4, 2, 5, 8, 7, 9, 0, 1, 6, 3)",13n1735,2,1,--,--,G2039
G2223,"(0, 1, 9, 4, 6, 8, 7, 5, 3, 2)","(4, 5, 3, 7, 0, 2, 1, 9, 8, 6)",m13n1735,-12,-1,--,--,?
G2629,"(0, 9, 1, 2, 8, 5, 7, 6, 4, 3)","(5, 4, 6, 0, 3, 1, 2, 9, 8, 7)",m13n1735,-12,-1,--,--,?
G2224,"(0, 9, 7, 5, 4, 6, 8, 3, 1, 2)","(6, 4, 3, 1, 0, 2, 5, 9, 7, 8)",m13n1735,-12,1,--,--,?
G2630,"(0, 9, 7, 6, 8, 5, 1, 2, 4, 3)","(6, 5, 4, 1, 2, 0, 3, 7, 9, 8)",m13n1735,-12,1,--,--,?
G2052,"(0, 5, 4, 7, 8, 6, 9, 3, 1, 2)","(3, 1, 8, 9, 2, 0, 5, 7, 4, 6)",13n1945,-4,-1,--,--,G2458
G2458,"(0, 8, 9, 7, 2, 1, 5, 3, 4, 6)","(5, 1, 4, 0, 8, 6, 9, 7, 2, 3)",13n1945,-4,-1,--,--,G2052
G2053,"(0, 1, 9, 3, 6, 4, 5, 8, 7, 2)","(6, 8, 5, 7, 2, 0, 3, 4, 1, 9)",13n1945,-4,1,--,--,G2459
G2459,"(0, 2, 3, 1, 5, 4, 9, 7, 8, 6)","(3, 4, 9, 7, 0, 8, 6, 2, 5, 1)",13n1945,-4,1,--,--,G2053
G2231,"(0, 2, 1, 3, 9, 6, 8, 7, 4, 5)","(3, 6, 4, 7, 5, 0, 2, 9, 8, 1)",m13n1945,-6,-1,--,--,G2639
G2232,"(0, 5, 7, 4, 3, 6, 8, 1, 9, 2)","(3, 1, 2, 9, 5, 0, 4, 7, 6, 8)",m13n1945,-6,-1,--,--,G2640
G2233,"(0, 4, 6, 8, 5, 7, 2, 9, 3, 1)","(2, 7, 1, 3, 9, 0, 8, 4, 6, 5)",m13n1945,-6,-1,--,--,G2638
G2234,"(0, 7, 8, 6, 5, 1, 3, 2, 4, 9)","(5, 2, 4, 9, 7, 6, 0, 8, 1, 3)",m13n1945,-6,-1,--,--,G2637
G2637,"(0, 5, 7, 6, 8, 4, 3, 1, 2, 9)","(6, 8, 1, 9, 2, 0, 5, 4, 7, 3)",m13n1945,-6,-1,--,--,G2234
G2638,"(0, 4, 2, 9, 1, 3, 7, 5, 8, 6)","(7, 8, 5, 4, 6, 0, 2, 1, 3, 9)",m13n1945,-6,-1,--,--,G2233
G2639,"(0, 5, 6, 2, 4, 3, 1, 7, 9, 8)","(7, 9, 1, 8, 0, 5, 4, 2, 6, 3)",m13n1945,-6,-1,--,--,G2231
G2640,"(0, 2, 1, 4, 8, 3, 9, 6, 7, 5)","(6, 9, 7, 0, 2, 5, 4, 1, 3, 8)",m13n1945,-6,-1,--,--,G2232
G2235,"(0, 5, 7, 6, 8, 4, 3, 1, 2, 9)","(6, 8, 1, 9, 3, 2, 0, 5, 7, 4)",m13n1945,-6,1,--,--,G2642
G2236,"(0, 3, 1, 4, 6, 9, 8, 5, 7, 2)","(4, 6, 5, 8, 2, 7, 3, 0, 1, 9)",m13n1945,-6,1,--,--,G2641
G2237,"(0, 1, 8, 7, 9, 6, 2, 4, 3, 5)","(4, 7, 6, 3, 5, 0, 8, 1, 9, 2)",m13n1945,-6,1,--,--,G2643
G2238,"(0, 8, 2, 9, 4, 6, 3, 5, 7, 1)","(6, 5, 7, 3, 1, 2, 8, 0, 4, 9)",m13n1945,-6,1,--,--,G2644
G2641,"(0, 8, 9, 6, 2, 7, 1, 4, 3, 5)","(7, 2, 4, 1, 0, 3, 5, 8, 6, 9)",m13n1945,-6,1,--,--,G2236
G2642,"(0, 7, 8, 6, 5, 1, 3, 2, 4, 9)","(6, 2, 5, 4, 9, 7, 0, 8, 1, 3)",m13n1945,-6,1,--,--,G2235
G2643,"(0, 9, 1, 7, 5, 4, 6, 2, 3, 8)","(5, 2, 6, 4, 3, 8, 0, 7, 9, 1)",m13n1945,-6,1,--,--,G2237
G2644,"(0, 8, 1, 9, 3, 5, 7, 4, 2, 6)","(7, 3, 5, 4, 6, 0, 2, 1, 8, 9)",m13n1945,-6,1,--,--,G2238
G2267,"(0, 7, 1, 6, 3, 5, 2, 4, 8, 9)","(5, 2, 4, 8, 7, 9, 6, 0, 1, 3)",m13n3956,-2,-1,--,--,G2674
G2268,"(0, 6, 2, 9, 1, 3, 8, 4, 5, 7)","(4, 8, 7, 5, 6, 0, 2, 9, 1, 3)",m13n3956,-2,-1,--,--,G2673
G2673,"(0, 3, 1, 4, 6, 7, 9, 8, 5, 2)","(4, 7, 5, 8, 0, 2, 3, 1, 9, 6)",m13n3956,-2,-1,--,--,G2268
G2674,"(0, 7, 8, 9, 2, 5, 3, 6, 4, 1)","(3, 1, 4, 6, 7, 0, 8, 2, 9, 5)",m13n3956,-2,-1,--,--,G2267
G2269,"(0, 1, 5, 7, 4, 6, 3, 8, 2, 9)","(6, 8, 9, 3, 0, 2, 1, 5, 7, 4)",m13n3956,-2,1,--,--,G2676
G2270,"(0, 2, 3, 9, 4, 6, 8, 5, 1, 7)","(4, 6, 8, 5, 7, 1, 2, 0, 9, 3)",m13n3956,-2,1,--,--,G2675
G2675,"(0, 7, 4, 3, 5, 6, 8, 1, 9, 2)","(6, 3, 1, 9, 0, 2, 4, 7, 5, 8)",m13n3956,-2,1,--,--,G2270
G2676,"(0, 7, 5, 8, 6, 9, 2, 3, 4, 1)","(6, 2, 9, 3, 1, 4, 5, 7, 0, 8)",m13n3956,-2,1,--,--,G2269
G2082,"(0, 2, 4, 1, 5, 3, 7, 6, 9, 8)","(3, 7, 9, 6, 0, 8, 4, 2, 5, 1)",13n3158,-1,0,G2083,G2489,G2488
G2083,"(0, 8, 1, 7, 9, 4, 2, 6, 3, 5)","(4, 2, 6, 3, 5, 8, 7, 0, 9, 1)",13n3158,-1,0,G2082,G2488,G2489
G2488,"(0, 9, 1, 4, 2, 6, 3, 5, 8, 7)","(6, 3, 5, 0, 8, 1, 7, 9, 4, 2)",13n3158,-1,0,G2489,G2083,G2082
G2489,"(0, 6, 8, 2, 4, 1, 5, 3, 9, 7)","(4, 3, 5, 7, 9, 6, 0, 8, 2, 1)",13n3158,-1,0,G2488,G2082,G2083
G2263,"(0, 8, 2, 5, 3, 1, 4, 9, 7, 6)","(4, 1, 9, 0, 7, 6, 8, 5, 2, 3)",m13n3158,-9,0,G2264,G2669,G2670
G2264,"(0, 8, 3, 6, 4, 2, 5, 9, 7, 1)","(5, 2, 9, 1, 0, 7, 8, 6, 3, 4)",m13n3158,-9,0,G2263,G2670,G2669
G2669,"(0, 3, 9, 2, 1, 7, 4, 6, 8, 5)","(7, 8, 4, 6, 5, 3, 0, 1, 2, 9)",m13n3158,-9,0,G2670,G2263,G2264
G2670,"(0, 6, 9, 4, 1, 3, 5, 2, 8, 7)","(5, 1, 2, 0, 7, 8, 9, 6, 4, 3)",m13n3158,-9,0,G2669,G2264,G2263
G2040,"(0, 9, 8, 5, 3, 6, 4, 2, 1, 7)","(6, 4, 1, 0, 7, 9, 8, 5, 3, 2)",13n1762,-11,-2,--,--,G2446
G2446,"(0, 9, 7, 6, 3, 5, 2, 4, 8, 1)","(4, 2, 1, 8, 7, 0, 6, 9, 3, 5)",13n1762,-11,-2,--,--,G2040
G2041,"(0, 9, 3, 1, 8, 4, 7, 6, 5, 2)","(8, 4, 6, 5, 2, 0, 3, 1, 9, 7)",13n1762,-11,0,G2042,G2447,G2448
G2042,"(0, 5, 7, 6, 3, 4, 2, 9, 1, 8)","(6, 9, 2, 1, 0, 8, 5, 4, 7, 3)",13n1762,-11,0,G2041,G2448,G2447
G2043,"(0, 8, 1, 9, 5, 4, 3, 7, 6, 2)","(5, 4, 6, 3, 2, 0, 8, 1, 9, 7)",13n1762,-11,0,G2044,G2450,G2449
G2044,"(0, 8, 7, 9, 3, 6, 5, 2, 4, 1)","(3, 2, 1, 5, 8, 4, 0, 7, 9, 6)",13n1762,-11,0,G2043,G2449,G2450
G2447,"(0, 8, 1, 9, 7, 6, 5, 2, 4, 3)","(5, 2, 6, 4, 3, 0, 8, 7, 1, 9)",13n1762,-11,0,G2448,G2041,G2042
G2448,"(0, 8, 5, 4, 7, 3, 6, 9, 2, 1)","(3, 4, 2, 9, 1, 8, 0, 5, 7, 6)",13n1762,-11,0,G2447,G2042,G2041
G2449,"(0, 8, 6, 4, 7, 5, 3, 2, 9, 1)","(5, 3, 9, 8, 2, 1, 0, 6, 4, 7)",13n1762,-11,0,G2450,G2044,G2043
G2450,"(0, 8, 6, 3, 5, 2, 9, 4, 7, 1)","(4, 2, 1, 9, 0, 7, 6, 8, 3, 5)",13n1762,-11,0,G2449,G2043,G2044
G2045,"(0, 6, 5, 3, 1, 4, 2, 9, 8, 7)","(5, 4, 2, 9, 8, 0, 7, 6, 3, 1)",13n1762,-11,2,--,--,G2451
G2451,"(0, 3, 7, 9, 6, 8, 5, 4, 2, 1)","(6, 8, 2, 5, 1, 4, 3, 0, 9, 7)",13n1762,-11,2,--,--,G2045
G2225,"(0, 3, 5, 6, 2, 4, 7, 8, 1, 9)","(4, 6, 7, 1, 8, 9, 0, 3, 5, 2)",m13n1762,1,0,G2226,G2632,G2631
G2226,"(0, 1, 9, 2, 3, 6, 8, 4, 5, 7)","(6, 8, 5, 7, 0, 1, 2, 9, 3, 4)",m13n1762,1,0,G2225,G2631,G2632
G2631,"(0, 2, 5, 6, 7, 4, 8, 9, 1, 3)","(4, 7, 8, 1, 3, 9, 0, 2, 5, 6)",m13n1762,1,0,G2632,G2226,G2225
G2632,"(0, 1, 4, 6, 3, 5, 7, 8, 2, 9)","(5, 8, 9, 2, 0, 1, 4, 6, 7, 3)",m13n1762,1,0,G2631,G2225,G2226
G2080,"(0, 5, 7, 6, 4, 3, 2, 8, 1, 9)","(6, 8, 2, 1, 9, 0, 5, 4, 7, 3)",13n2769,-9,0,G2081,G2487,G2486
G2081,"(0, 7, 5, 4, 8, 6, 9, 2, 3, 1)","(4, 3, 2, 9, 1, 0, 5, 7, 8, 6)",13n2769,-9,0,G2080,G2486,G2487
G2486,"(0, 2, 1, 6, 8, 9, 7, 5, 4, 3)","(5, 9, 7, 0, 3, 4, 2, 1, 8, 6)",13n2769,-9,0,G2487,G2081,G2080
G2487,"(0, 1, 6, 5, 8, 4, 7, 9, 3, 2)","(5, 4, 3, 9, 2, 0, 1, 6, 8, 7)",13n2769,-9,0,G2486,G2080,G2081
G2255,"(0, 1, 9, 4, 2, 3, 5, 8, 6, 7)","(3, 8, 5, 0, 6, 7, 1, 4, 9, 2)",m13n2769,-1,0,G2256,G2662,G2661
G2256,"(0, 1, 9, 2, 3, 4, 6, 8, 7, 5)","(6, 8, 4, 5, 7, 0, 1, 3, 2, 9)",m13n2769,-1,0,G2255,G2661,G2662
G2661,"(0, 8, 3, 1, 2, 5, 6, 4, 7, 9)","(6, 2, 9, 4, 7, 0, 1, 8, 3, 5)",m13n2769,-1,0,G2662,G2256,G2255
G2662,"(0, 2, 3, 4, 8, 5, 7, 6, 1, 9)","(5, 7, 6, 1, 2, 9, 3, 0, 8, 4)",m13n2769,-1,0,G2661,G2255,G2256
G2024,"(0, 9, 6, 8, 7, 5, 2, 4, 1, 3)","(7, 2, 1, 4, 3, 0, 6, 9, 5, 8)",13n1271,-11,0,G2025,G2431,G2430
G2025,"(0, 7, 9, 6, 4, 3, 5, 2, 1, 8)","(6, 2, 5, 1, 8, 7, 0, 9, 4, 3)",13n1271,-11,0,G2024,G2430,G2431
G2430,"(0, 8, 6, 9, 7, 5, 2, 4, 3, 1)","(5, 2, 1, 4, 3, 8, 6, 0, 9, 7)",13n1271,-11,0,G2431,G2025,G2024
G2431,"(0, 8, 6, 5, 3, 2, 4, 1, 9, 7)","(5, 4, 1, 9, 7, 6, 0, 8, 3, 2)",13n1271,-11,0,G2430,G2024,G2025
G2217,"(0, 2, 3, 5, 7, 4, 6, 8, 1, 9)","(4, 6, 8, 1, 2, 9, 0, 5, 7, 3)",m13n1271,1,0,G2218,G2623,G2624
G2218,"(0, 7, 9, 1, 2, 4, 5, 3, 6, 8)","(5, 2, 3, 6, 8, 0, 1, 7, 9, 4)",m13n1271,1,0,G2217,G2624,G2623
G2623,"(0, 3, 1, 2, 4, 7, 5, 8, 6, 9)","(7, 8, 5, 6, 9, 3, 0, 4, 1, 2)",m13n1271,1,0,G2624,G2217,G2218
G2624,"(0, 3, 1, 4, 6, 7, 5, 8, 9, 2)","(4, 8, 5, 9, 2, 3, 0, 1, 6, 7)",m13n1271,1,0,G2623,G2218,G2217
G2257,"(0, 9, 1, 7, 5, 6, 4, 2, 3, 8)","(4, 2, 6, 3, 8, 0, 7, 5, 9, 1)",m13n2787,-6,-1,--,--,G2663
G2258,"(0, 2, 4, 1, 3, 8, 9, 6, 7, 5)","(6, 9, 7, 5, 0, 2, 4, 1, 3, 8)",m13n2787,-6,-1,--,--,G2664
G2259,"(0, 7, 9, 4, 2, 5, 3, 1, 6, 8)","(5, 1, 3, 0, 6, 8, 7, 4, 9, 2)",m13n2787,-6,-1,--,--,G2665
G2663,"(0, 8, 6, 7, 5, 1, 3, 2, 4, 9)","(5, 2, 9, 4, 8, 6, 0, 7, 1, 3)",m13n2787,-6,-1,--,--,G2257
G2664,"(0, 8, 1, 9, 6, 4, 5, 2, 3, 7)","(4, 2, 5, 3, 0, 7, 9, 6, 8, 1)",m13n2787,-6,-1,--,--,G2258
G2665,"(0, 7, 4, 6, 3, 5, 8, 1, 9, 2)","(3, 1, 9, 2, 7, 0, 4, 6, 5, 8)",m13n2787,-6,-1,--,--,G2259
G2260,"(0, 2, 7, 5, 3, 6, 4, 9, 1, 8)","(6, 9, 4, 1, 0, 2, 8, 5, 7, 3)",m13n2787,-6,1,--,--,G2668
G2261,"(0, 8, 9, 6, 7, 2, 4, 1, 3, 5)","(7, 2, 4, 1, 3, 5, 0, 8, 6, 9)",m13n2787,-6,1,--,--,G2666
G2262,"(0, 5, 6, 4, 2, 3, 1, 7, 9, 8)","(7, 9, 3, 1, 8, 0, 5, 2, 6, 4)",m13n2787,-6,1,--,--,G2667
G2666,"(0, 4, 5, 2, 3, 1, 8, 6, 9, 7)","(6, 9, 1, 8, 0, 7, 4, 2, 5, 3)",m13n2787,-6,1,--,--,G2261
G2667,"(0, 5, 7, 6, 8, 4, 2, 3, 1, 9)","(6, 8, 2, 9, 3, 1, 5, 0, 7, 4)",m13n2787,-6,1,--,--,G2262
G2668,"(0, 3, 1, 4, 7, 9, 6, 8, 5, 2)","(4, 7, 6, 8, 2, 5, 0, 3, 1, 9)",m13n2787,-6,1,--,--,G2260
G2088,"(0, 8, 4, 7, 6, 5, 3, 2, 1, 9)","(5, 1, 9, 2, 0, 8, 7, 6, 4, 3)",13n588,-15,-2,--,--,G2494
G2089,"(0, 8, 5, 4, 7, 6, 3, 2, 1, 9)","(6, 2, 1, 9, 0, 8, 7, 5, 4, 3)",13n588,-15,-2,--,--,G2495
G2494,"(0, 7, 8, 6, 2, 5, 4, 3, 1, 9)","(4, 3, 1, 9, 8, 0, 7, 6, 5, 2)",13n588,-15,-2,--,--,G2088
G2495,"(0, 7, 5, 6, 4, 3, 2, 9, 8, 1)","(2, 1, 9, 0, 8, 7, 5, 4, 3, 6)",13n588,-15,-2,--,--,G2089
G2090,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(3, 2, 1, 5, 4, 0, 9, 7, 8, 6)",13n588,-15,0,G2093,G2498,G2496
G2091,"(0, 9, 8, 1, 7, 4, 6, 3, 2, 5)","(6, 4, 3, 5, 2, 0, 1, 9, 8, 7)",13n588,-15,0,G2092,G2499,G2497
G2092,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(6, 3, 1, 9, 8, 7, 0, 5, 4, 2)",13n588,-15,0,G2091,G2497,G2499
G2093,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 3, 2, 8, 7, 1, 0, 9, 6, 4)",13n588,-15,0,G2090,G2496,G2498
G2496,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 1, 9, 0, 8, 7, 4, 3, 2)",13n588,-15,0,G2498,G2093,G2090
G2497,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(4, 3, 5, 0, 8, 2, 1, 9, 7, 6)",13n588,-15,0,G2499,G2092,G2091
G2498,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 5, 4, 1, 0, 8, 9, 7, 3, 2)",13n588,-15,0,G2496,G2090,G2093
G2499,"(0, 9, 1, 8, 6, 7, 5, 3, 4, 2)","(5, 4, 7, 3, 0, 2, 9, 1, 8, 6)",13n588,-15,0,G2497,G2091,G2092
G2094,"(0, 8, 7, 6, 3, 2, 5, 4, 1, 9)","(6, 5, 4, 2, 1, 9, 0, 8, 7, 3)",13n588,-15,2,--,--,G2500
G2095,"(0, 8, 7, 6, 4, 3, 2, 5, 1, 9)","(6, 5, 3, 2, 1, 9, 7, 0, 8, 4)",13n588,-15,2,--,--,G2501
G2500,"(0, 3, 2, 9, 8, 7, 5, 6, 4, 1)","(5, 8, 7, 6, 4, 3, 1, 2, 0, 9)",13n588,-15,2,--,--,G2094
G2501,"(0, 8, 6, 5, 4, 7, 3, 1, 2, 9)","(7, 4, 3, 2, 9, 1, 0, 8, 6, 5)",13n588,-15,2,--,--,G2095
G2273,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 2, 3, 4, 7, 8, 0, 9, 1, 5)",m13n588,5,0,G2274,G2679,G2680
G2274,"(0, 1, 3, 4, 2, 5, 6, 8, 7, 9)","(5, 8, 9, 0, 6, 7, 1, 3, 2, 4)",m13n588,5,0,G2273,G2680,G2679
G2679,"(0, 1, 3, 4, 6, 5, 7, 8, 9, 2)","(5, 7, 8, 2, 3, 9, 0, 1, 4, 6)",m13n588,5,0,G2680,G2273,G2274
G2680,"(0, 1, 3, 2, 4, 5, 7, 8, 6, 9)","(7, 8, 9, 5, 6, 0, 1, 3, 2, 4)",m13n588,5,0,G2679,G2274,G2273
G2066,"(0, 8, 7, 6, 5, 2, 3, 1, 4, 9)","(5, 4, 1, 9, 8, 7, 0, 6, 2, 3)",13n2491,-12,-1,--,--,?
G2472,"(0, 8, 6, 9, 4, 5, 3, 2, 7, 1)","(3, 2, 1, 7, 8, 0, 9, 6, 4, 5)",13n2491,-12,-1,--,--,?
G2067,"(0, 5, 8, 6, 7, 4, 3, 2, 1, 9)","(6, 7, 3, 9, 2, 1, 0, 8, 5, 4)",13n2491,-12,1,--,--,?
G2473,"(0, 4, 9, 8, 6, 7, 2, 5, 3, 1)","(6, 7, 5, 2, 1, 3, 4, 0, 9, 8)",13n2491,-12,1,--,--,?
G2245,"(0, 1, 9, 2, 8, 6, 3, 4, 5, 7)","(4, 6, 5, 7, 0, 9, 8, 1, 2, 3)",m13n2491,2,-1,--,--,G2651
G2246,"(0, 9, 1, 5, 4, 2, 3, 6, 7, 8)","(4, 3, 6, 0, 7, 5, 8, 9, 1, 2)",m13n2491,2,-1,--,--,G2652
